"gameId","playId","nflId","tackle","assist","forcedFumble","pff_missedTackle"
2022091111,1148,47843,1,0,0,0
2022091111,1484,53509,1,0,0,0
2022091111,1706,41231,1,0,0,0
2022091111,1761,46086,1,0,0,0
2022091111,2113,47810,1,0,0,0
2022091111,2522,47889,1,0,0,0
2022091111,2725,38551,1,0,0,0
2022091111,2967,46387,1,0,0,0
2022091112,573,37078,1,0,0,0
2022091112,941,42427,1,0,0,0
2022091112,2246,52525,1,0,0,0
2022091112,2475,47795,1,0,0,0
2022091112,2981,43404,1,0,0,0
2022091112,3200,52497,1,0,0,0
2022091108,83,47899,1,0,0,0
2022091108,104,47971,1,0,0,0
2022091108,216,47891,1,0,0,0
2022091108,371,48462,1,0,0,0
2022091108,445,43353,1,0,0,0
2022091108,1778,46846,1,0,0,0
2022091108,2938,52469,1,0,0,0
2022091108,2962,47802,1,0,0,0
2022091108,3084,47915,1,0,0,0
2022091108,3417,48462,1,0,0,0
2022091113,1017,41235,1,0,0,0
2022091113,1318,40031,1,0,0,0
2022091113,1689,43478,1,0,0,0
2022091113,2494,46088,1,0,0,0
2022091113,2866,47882,1,0,0,0
2022091113,2933,47841,1,0,0,0
2022091113,3173,47996,1,0,0,0
2022091113,3577,40031,1,0,0,0
2022091113,3722,53504,1,0,0,0
2022091200,1967,41464,1,0,0,0
2022091200,2093,47871,1,0,0,0
2022091200,2268,52435,1,0,0,0
2022091200,2479,45011,1,0,0,0
2022091200,2522,53438,1,0,0,0
2022091200,2750,43387,1,0,0,0
2022091200,2883,42929,1,0,0,0
2022091500,55,47913,1,0,0,0
2022091500,142,52431,1,0,0,0
2022091500,257,47984,1,0,0,0
2022091500,651,52471,1,0,0,0
2022091500,1213,54708,1,0,0,0
2022091500,1386,42935,1,0,0,0
2022091500,1482,52546,1,0,0,0
2022091500,1983,47846,1,0,0,0
2022091500,2286,42935,1,0,0,0
2022091500,2874,46264,1,0,0,0
2022091500,3032,52471,1,0,0,0
2022091500,3903,52471,1,0,0,0
2022091800,117,37778,1,0,0,0
2022091800,471,47796,1,0,0,0
2022091800,2506,42390,1,0,0,0
2022091800,2953,42361,1,0,0,0
2022091800,2977,52436,1,0,0,0
2022091800,3398,47796,1,0,0,0
2022091800,3898,44854,1,0,0,0
2022091801,218,42467,1,0,0,0
2022091801,451,41270,1,0,0,0
2022091801,645,44903,1,0,0,0
2022091801,1391,52505,1,0,0,0
2022091801,2344,52452,1,0,0,0
2022091802,390,53503,1,0,0,0
2022091802,518,52411,1,0,0,0
2022091802,1055,47809,1,0,0,0
2022091802,2306,46099,1,0,0,0
2022091802,2473,53592,1,0,0,0
2022091802,2585,54653,1,0,0,0
2022091802,2710,53503,1,0,0,0
2022091802,2995,52411,1,0,0,0
2022091802,3395,46099,1,0,0,0
2022091803,526,47872,1,0,0,0
2022091803,883,46249,1,0,0,0
2022091803,1388,38540,1,0,0,0
2022091803,1766,46304,1,0,0,0
2022091803,2219,47872,1,0,0,0
2022091803,2654,53462,1,0,0,0
2022091804,80,52453,1,0,0,0
2022091804,112,52453,1,0,0,0
2022091804,197,38619,1,0,0,0
2022091804,280,53461,1,0,0,0
2022091804,499,44862,1,0,0,0
2022091804,1126,53489,1,0,0,0
2022091804,1174,41257,1,0,0,0
2022091804,2518,44823,1,0,0,0
2022091804,3201,40017,1,0,0,0
2022091804,4086,43409,1,0,0,0
2022091805,203,43333,1,0,0,0
2022091805,327,52518,1,0,1,0
2022091805,415,46527,1,0,0,0
2022091805,486,45004,1,0,0,0
2022091805,556,45004,1,0,0,0
2022091805,773,47891,1,0,0,0
2022091805,797,47800,1,0,1,0
2022091805,1158,46205,1,0,0,0
2022091805,1676,47891,1,0,0,0
2022091805,1765,47799,1,0,0,0
2022091805,1949,54546,1,0,0,0
2022091805,2292,44830,1,0,0,0
2022091805,2361,52444,1,0,0,1
2022091805,2675,42368,1,0,0,0
2022090800,167,43298,1,0,0,0
2022090800,1030,47862,1,0,0,0
2022090800,1102,42816,1,0,0,0
2022090800,1230,46190,1,0,0,0
2022090800,1358,44976,1,0,0,0
2022090800,2043,42816,1,0,0,0
2022090800,2360,46085,1,0,0,0
2022090800,2506,53532,1,0,0,0
2022090800,2648,43294,1,0,0,0
2022090800,2688,47862,1,0,0,0
2022090800,3341,46190,1,0,0,0
2022090800,3431,44976,1,0,0,0
2022090800,3576,40107,1,0,0,0
2022091100,522,38592,1,0,0,0
2022091100,762,55173,1,0,0,0
2022091100,1046,44851,1,0,0,0
2022091100,1359,41257,1,0,0,0
2022091100,1651,38607,1,0,0,0
2022091100,1769,46091,1,0,0,0
2022091100,2616,41257,1,0,0,0
2022091100,2683,40017,1,0,0,0
2022091100,3119,52424,1,0,0,0
2022091100,3355,53489,1,0,0,0
2022091100,3736,38607,1,0,0,0
2022091101,184,46124,1,0,0,0
2022091101,361,46098,1,0,0,0
2022091101,417,53481,1,0,0,0
2022091101,748,53455,1,0,0,0
2022091101,1192,47799,1,0,0,0
2022091101,1213,43797,1,0,0,0
2022091101,1720,54533,1,0,0,0
2022091101,1945,52415,1,0,0,0
2022091101,2545,47799,1,0,0,0
2022091101,2909,44903,1,0,0,0
2022091101,3040,54543,1,0,0,0
2022091101,3263,42470,1,0,0,0
2022091101,3569,52446,1,0,0,0
2022091102,343,42360,1,0,0,0
2022091102,989,47931,1,0,0,0
2022091102,1907,46139,1,0,0,0
2022091102,2238,54513,1,0,0,0
2022091102,2738,45009,1,0,0,0
2022091102,2837,46077,1,0,0,0
2022091102,3381,54639,1,0,0,0
2022091103,955,44906,1,0,0,0
2022091103,1126,46123,1,0,0,0
2022091103,1968,46097,1,0,0,0
2022091103,2670,45395,1,0,0,0
2022091103,2740,44872,1,0,1,0
2022091103,3126,44872,1,0,0,0
2022091103,3464,44842,1,0,0,0
2022091103,3613,47855,1,0,0,0
2022091103,3849,44878,1,0,0,0
2022091103,4462,46097,1,0,0,0
2022091103,4488,46080,1,0,0,0
2022091104,844,46151,1,0,0,0
2022091104,1826,46188,1,0,0,0
2022091104,1986,46188,1,0,0,0
2022091104,2190,44834,1,0,0,0
2022091104,3016,43378,1,0,0,0
2022091104,3572,44834,1,0,0,0
2022091104,3596,47975,1,0,0,0
2022091104,4176,46199,1,0,0,0
2022091105,424,44964,1,0,0,0
2022091105,619,43497,1,0,0,0
2022091105,1850,46729,1,0,0,0
2022091105,4905,53712,1,0,0,0
2022091106,859,43700,1,0,0,0
2022091106,883,43435,1,0,0,0
2022091106,1401,35466,1,0,0,0
2022091106,1895,43503,1,0,0,0
2022091106,2170,43321,1,0,0,0
2022091106,2358,52991,1,0,0,0
2022091106,2450,46212,1,0,0,0
2022091106,3337,52468,1,0,0,0
2022091107,115,52506,1,0,0,0
2022091107,254,41243,1,0,0,0
2022091107,744,46186,1,0,0,0
2022091107,935,42467,1,0,0,0
2022091107,1051,44854,1,0,0,0
2022091107,1378,41240,1,0,0,0
2022091107,1879,54479,1,0,0,0
2022091107,2635,47881,1,0,0,0
2022091107,3037,44854,1,0,0,0
2022091107,3374,44854,1,0,0,0
2022091109,383,53494,1,0,0,0
2022091109,587,43313,1,0,0,0
2022091109,743,53494,1,0,0,0
2022091109,839,53494,1,0,0,0
2022091109,863,54492,1,0,0,0
2022091109,2558,43787,1,0,0,0
2022091109,2635,44880,1,0,0,0
2022091109,2726,47809,1,0,0,0
2022091110,240,52416,1,0,0,0
2022091110,569,49410,1,0,0,0
2022091110,1394,47984,1,0,0,0
2022091110,1494,48032,1,0,0,0
2022091110,2085,46657,1,0,0,0
2022091110,2474,44848,1,0,0,0
2022091110,2720,52416,1,0,0,0
2022091110,3092,53487,1,0,0,0
2022091110,3357,52522,1,0,0,0
2022091110,4056,35493,1,0,0,0
2022091111,166,38551,1,0,0,0
2022091111,430,41269,1,0,0,0
2022091111,665,47817,1,0,0,0
2022091111,770,53476,1,0,0,0
2022091111,1307,47817,1,0,0,0
2022091111,1999,43411,1,0,0,0
2022091111,2543,53509,1,0,0,0
2022091111,3123,45571,1,0,0,0
2022091112,62,46087,1,0,0,0
2022091112,917,53554,1,0,0,0
2022091112,1700,43404,1,0,0,0
2022091112,2931,54644,1,0,0,0
2022091112,3029,43338,1,0,0,0
2022091112,3246,52497,1,0,0,0
2022091108,195,47878,1,0,0,0
2022091108,515,43333,1,0,0,0
2022091108,815,52444,1,0,0,0
2022091108,1509,52444,1,0,0,0
2022091108,1639,43353,1,0,0,0
2022091108,2273,44830,1,0,0,0
2022091108,3438,52469,1,0,0,0
2022091108,3926,41336,1,0,0,0
2022091113,1389,44827,1,0,0,0
2022091113,1566,47882,1,0,0,0
2022091113,2201,46132,1,0,0,0
2022091113,2262,52453,1,0,0,0
2022091113,2890,41915,1,0,0,0
2022091113,3211,53441,1,0,0,0
2022091113,3531,47877,1,0,0,0
2022091113,3807,52453,1,0,0,0
2022091113,3947,47882,1,0,0,0
2022091200,286,47941,1,0,0,0
2022091200,786,42827,1,0,0,0
2022091200,1521,43387,1,0,0,0
2022091200,1642,47941,1,0,0,0
2022091500,118,47913,1,0,0,0
2022091500,171,46086,1,0,0,0
2022091500,195,43292,1,0,0,0
2022091500,303,46137,1,0,0,0
2022091500,675,54708,1,0,0,0
2022091500,741,47984,1,0,0,0
2022091500,2415,54568,1,0,0,0
2022091500,3626,47843,1,0,0,0
2022091500,3833,52546,1,0,0,0
2022091800,610,52478,1,0,0,0
2022091800,666,44887,1,0,0,0
2022091800,937,44999,1,0,0,0
2022091800,1018,44828,1,0,0,0
2022091800,1164,54479,1,0,0,0
2022091800,1188,43694,1,0,0,0
2022091800,1427,47796,1,0,0,0
2022091800,3137,53447,1,0,0,0
2022091800,4028,42390,1,0,0,0
2022091801,292,41270,1,0,0,0
2022091801,501,41270,1,0,0,0
2022091801,1003,47786,1,0,0,0
2022091801,1048,54469,1,0,0,0
2022091801,1783,53455,1,0,0,0
2022091801,1807,44903,1,0,0,0
2022091801,2162,41270,1,0,0,0
2022091801,2460,53481,1,0,0,0
2022091801,2972,46186,1,0,0,0
2022091801,3037,54469,1,0,0,0
2022091801,4075,46073,1,0,0,0
2022091802,497,54467,1,0,0,0
2022091802,880,54653,1,0,0,0
2022091802,1256,42488,1,0,0,0
2022091802,1282,53592,1,0,0,0
2022091802,1369,47956,1,0,0,0
2022091802,2561,46099,1,0,0,0
2022091802,3891,46099,1,0,0,0
2022091803,296,46304,1,0,0,0
2022091803,655,52481,1,0,0,0
2022091803,795,46133,1,0,0,0
2022091803,1300,38540,1,0,0,0
2022091803,2021,54466,1,0,0,0
2022091803,2153,43358,1,0,0,0
2022091803,2993,53494,1,0,0,0
2022091803,3017,54466,1,0,0,0
2022091804,552,44862,1,0,0,0
2022091804,627,41915,1,0,0,0
2022091804,1265,46132,1,0,0,0
2022091804,3273,38607,1,0,0,0
2022091804,3826,46132,1,0,0,0
2022091805,465,46527,1,0,0,0
2022091805,616,46527,1,0,0,0
2022091805,1272,54579,1,0,0,0
2022091805,1518,45352,1,0,0,0
2022091805,2998,42368,1,0,0,0
2022091805,3127,44893,1,0,0,0
2022091805,3379,45004,1,0,0,0
2022091805,3598,54611,1,0,0,0
2022091806,533,52991,1,0,0,0
2022091806,863,54586,1,0,0,0
2022091806,1747,44878,1,0,0,0
2022091806,1793,46902,1,0,0,0
2022091806,2034,45395,1,0,0,0
2022091806,2079,44906,1,0,0,0
2022091806,2831,35466,1,0,0,0
2022091806,3567,43325,1,0,0,0
2022091807,283,47862,1,0,0,0
2022091807,926,52527,1,0,0,0
2022091807,994,54503,1,0,0,0
2022091807,1483,52272,1,0,0,0
2022091807,1926,52424,1,0,0,0
2022091807,1971,39908,1,0,0,0
2022091807,2351,43294,1,0,0,0
2022090800,80,53532,1,0,0,0
2022090800,617,43294,1,0,0,0
2022090800,933,47792,1,0,0,0
2022090800,2464,53532,1,0,0,0
2022090800,2485,48026,1,0,0,0
2022091100,121,42421,1,0,0,0
2022091100,301,52424,1,0,0,0
2022091100,458,44851,1,0,0,0
2022091100,679,53489,1,0,1,0
2022091100,1608,44851,1,0,0,0
2022091100,2841,44823,1,0,0,0
2022091100,3310,48027,1,0,0,0
2022091100,3334,37097,1,0,0,0
2022091100,3757,48544,1,0,0,0
2022091100,4266,38607,1,0,0,0
2022091101,251,42368,1,0,0,0
2022091101,1077,54533,1,0,0,0
2022091101,1564,52472,1,0,0,0
2022091101,2683,47863,1,0,0,0
2022091101,2951,52505,1,0,0,0
2022091101,3080,46162,1,0,0,0
2022091101,3378,42368,1,0,0,0
2022091101,3961,53481,1,0,0,0
2022091101,4068,46205,1,0,0,0
2022091102,189,52571,1,0,0,1
2022091102,719,53609,1,0,0,0
2022091102,921,41595,1,0,0,0
2022091102,1107,54513,1,0,0,0
2022091102,1562,54639,1,0,0,0
2022091102,1588,52563,1,0,0,0
2022091102,1631,45345,1,0,0,0
2022091102,1837,53609,1,0,0,0
2022091102,1869,53609,1,0,0,0
2022091102,2618,53609,1,0,0,0
2022091102,2717,45345,1,0,0,0
2022091102,2945,46139,1,0,0,0
2022091102,3022,43405,1,0,0,0
2022091102,3119,46354,1,0,0,0
2022091102,3652,45345,1,0,0,0
2022091103,364,44906,1,0,0,0
2022091103,611,44842,1,0,0,0
2022091103,1150,43455,1,0,0,0
2022091103,1336,47793,1,0,0,0
2022091103,1514,52473,1,0,0,0
2022091103,2719,52473,1,0,0,0
2022091103,3389,47793,1,0,0,0
2022091103,4300,43325,1,0,0,0
2022091103,5015,44872,1,0,0,0
2022091104,238,47888,1,0,0,0
2022091104,369,44888,1,0,0,0
2022091104,953,46151,1,0,0,0
2022091104,1871,47974,1,0,0,0
2022091104,1962,48516,1,0,0,0
2022091104,2447,44834,1,0,0,0
2022091104,2492,52411,1,0,0,0
2022091104,2928,47974,1,0,0,0
2022091104,3286,48516,1,0,0,0
2022091104,3709,47974,1,0,0,0
2022091104,3730,46199,1,0,0,0
2022091104,3842,54653,1,0,0,0
2022091104,4197,46188,1,0,0,0
2022091105,379,44964,1,0,0,0
2022091105,1480,54502,1,0,0,0
2022091105,1589,46669,1,0,0,0
2022091105,1742,53450,1,0,0,0
2022091105,2042,45287,1,0,0,0
2022091105,2587,44957,1,0,0,0
2022091105,2616,46133,1,0,0,0
2022091105,2817,47947,1,0,0,0
2022091105,3461,46304,1,0,0,0
2022091105,3625,42441,1,0,0,0
2022091106,359,43522,1,0,0,0
2022091106,499,42116,1,0,0,0
2022091106,657,46142,1,0,0,0
2022091106,792,54936,1,0,0,0
2022091106,835,52445,1,0,0,0
2022091106,1297,54936,1,0,0,0
2022091106,1798,46212,1,0,0,0
2022091106,2090,43321,1,0,0,0
2022091106,2329,35466,1,0,0,0
2022091107,1165,52436,1,0,0,0
2022091107,1236,46186,1,0,0,0
2022091107,1260,47881,1,0,0,0
2022091107,1717,40095,1,0,0,0
2022091107,2314,47881,1,0,0,0
2022091107,2803,44828,1,0,0,0
2022091107,2934,44854,1,0,0,0
2022091107,3323,53533,1,0,0,0
2022091107,3718,42467,1,0,0,0
2022091109,792,54492,1,0,0,0
2022091109,957,46269,1,0,0,0
2022091109,1657,54466,1,0,0,0
2022091110,219,47816,1,0,0,0
2022091110,649,44848,1,0,0,0
2022091110,913,52546,1,0,0,0
2022091110,942,52546,1,0,0,0
2022091110,1418,53487,1,0,0,0
2022091110,1695,43326,1,0,1,0
2022091110,1959,46137,1,0,0,0
2022091110,2266,52546,1,0,0,0
2022091110,2356,53487,1,0,0,0
2022091110,2925,53487,1,0,0,0
2022091110,3578,54495,1,0,0,0
2022091110,3623,43413,1,0,0,0
2022091110,3674,35493,1,0,0,0
2022091111,878,53596,1,0,0,0
2022091111,2044,43411,1,0,0,0
2022091112,611,42427,1,0,0,0
2022091112,965,53554,1,0,0,0
2022091112,2315,46652,1,0,0,0
2022091112,2346,54583,1,0,0,0
2022091108,318,52469,1,0,0,0
2022091108,633,43353,1,0,0,0
2022091108,676,42349,1,0,0,0
2022091108,1378,47971,1,0,0,0
2022091108,1440,43333,1,0,0,0
2022091108,1974,47915,1,0,0,0
2022091108,2321,44830,1,0,0,0
2022091108,2353,44830,1,0,0,0
2022091108,2473,52663,1,0,0,0
2022091108,2636,47802,1,0,0,0
2022091108,2867,47899,1,0,0,0
2022091108,2983,53451,1,0,0,0
2022091108,3063,47915,1,0,0,0
2022091108,3132,47878,1,0,0,0
2022091108,3251,45352,1,0,0,0
2022091108,3342,44869,1,0,0,0
2022091108,3396,52469,1,0,0,0
2022091113,131,47788,1,0,0,0
2022091113,756,53441,1,0,0,0
2022091113,1196,47841,1,0,0,0
2022091113,1718,46088,1,0,0,0
2022091113,2954,44904,1,0,0,0
2022091113,3431,38588,1,0,0,0
2022091200,64,42929,1,0,0,0
2022091200,664,35459,1,0,0,0
2022091200,688,52706,1,0,0,0
2022091200,1851,43436,1,0,0,0
2022091200,2801,42393,1,0,0,0
2022091200,2923,42393,1,0,0,0
2022091200,3173,44855,1,0,0,0
2022091200,3216,44873,1,0,0,0
2022091200,3267,47871,1,0,0,0
2022091200,3296,47871,1,0,0,0
2022091500,324,52546,1,0,0,0
2022091500,538,41269,1,0,0,0
2022091500,1279,53487,1,0,0,0
2022091500,1362,46775,1,0,0,0
2022091500,1693,46775,1,0,0,0
2022091500,1959,47984,1,0,0,0
2022091500,2707,53476,1,0,0,0
2022091500,3061,47846,1,0,0,0
2022091500,3480,53487,1,0,0,0
2022091500,3504,46137,1,0,0,0
2022091500,3536,42406,1,0,0,0
2022091800,253,44828,1,0,0,0
2022091800,785,44174,1,0,0,0
2022091800,883,52578,1,0,0,0
2022091800,1356,47796,1,0,0,0
2022091800,2925,53460,1,0,0,0
2022091800,3502,52578,1,0,0,0
2022091800,3523,44999,1,0,0,0
2022091800,3803,42361,1,0,0,0
2022091801,313,42467,1,0,0,0
2022091801,859,44903,1,0,0,0
2022091801,1133,44815,1,0,0,0
2022091801,1367,44903,1,0,0,0
2022091801,2067,44929,1,0,0,0
2022091801,2761,46073,1,0,0,0
2022091801,3462,41243,1,0,0,0
2022091801,4046,54533,1,0,0,0
2022091802,269,53503,1,0,0,0
2022091802,750,43373,1,0,0,0
2022091802,2969,54653,1,0,0,0
2022091802,3579,44888,1,0,0,0
2022091803,365,45287,1,0,0,0
2022091803,568,45287,1,0,0,0
2022091803,1412,43296,1,0,0,0
2022091803,1645,54492,1,0,0,0
2022091803,2174,54561,1,0,0,0
2022091803,2853,47947,1,0,0,0
2022091804,140,46132,1,0,0,0
2022091804,1400,47877,1,0,0,0
2022091804,2416,41257,1,0,0,0
2022091804,2742,52453,1,0,0,0
2022091804,2966,48544,1,0,0,0
2022091804,3018,44851,1,0,0,0
2022091804,3668,46132,1,0,0,0
2022091804,3938,46132,1,0,0,0
2022091805,79,45004,1,0,0,0
2022091805,100,46124,1,0,0,0
2022091805,391,46527,1,0,0,0
2022091805,926,52444,1,0,0,0
2022091805,1078,52417,1,0,0,0
2022091805,1317,40171,1,0,0,0
2022091805,1811,46527,1,0,0,0
2022091805,2109,52472,1,0,0,0
2022091805,3400,42368,1,0,0,0
2022091805,3540,52417,1,0,0,0
2022091806,229,53674,1,0,0,0
2022091806,346,47793,1,0,0,0
2022091806,512,44944,1,0,0,0
2022091806,950,37308,1,0,0,0
2022090800,438,54650,1,0,0,0
2022090800,692,38577,1,0,0,0
2022090800,980,52607,1,0,0,0
2022090800,1757,53459,1,0,0,0
2022090800,2184,52492,1,0,0,0
2022090800,3304,47844,1,0,0,0
2022090800,3489,46085,1,0,0,0
2022091100,166,41257,1,0,0,0
2022091100,322,42480,1,0,0,0
2022091100,783,52542,1,0,0,0
2022091100,914,46197,1,0,0,0
2022091100,1231,44823,1,0,0,0
2022091100,1552,53489,1,0,0,0
2022091100,2332,40017,1,0,0,0
2022091100,3475,52527,1,0,0,0
2022091100,3526,52424,1,0,0,0
2022091100,4102,52542,1,0,0,0
2022091101,85,44974,1,0,0,0
2022091101,272,53437,1,0,0,0
2022091101,542,53437,1,0,0,0
2022091101,3287,52472,1,0,0,0
2022091101,3315,53437,1,0,0,0
2022091101,3789,52452,1,0,0,0
2022091102,218,46153,1,0,0,0
2022091102,322,46139,1,0,0,0
2022091102,1265,52458,1,0,0,0
2022091102,1726,54526,1,0,0,0
2022091102,1954,47785,1,0,0,0
2022091102,2132,46077,1,0,0,0
2022091102,2373,46077,1,0,0,0
2022091102,3470,47785,1,0,0,0
2022091103,111,43299,1,0,0,0
2022091103,764,52623,1,0,0,0
2022091103,852,44878,1,0,0,0
2022091103,1648,46698,1,0,0,0
2022091103,2201,52510,1,0,0,0
2022091103,2569,52473,1,0,0,0
2022091103,2931,44878,1,0,0,0
2022091103,3779,46080,1,0,0,0
2022091103,3825,43325,1,0,0,0
2022091103,5039,43641,1,0,0,0
2022091104,58,46188,1,0,0,0
2022091104,86,39984,1,0,0,0
2022091104,267,47974,1,0,0,0
2022091104,777,47975,1,0,0,0
2022091104,1436,46259,1,0,0,0
2022091104,1634,44888,1,0,0,0
2022091104,2109,44834,1,0,0,0
2022091104,2604,46151,1,0,0,0
2022091104,2662,46151,1,0,0,0
2022091104,3821,52980,1,0,0,0
2022091104,4372,44888,1,0,0,0
2022091105,77,35470,1,0,0,0
2022091105,249,54468,1,0,0,0
2022091105,841,45287,1,0,0,0
2022091105,936,46304,1,0,0,0
2022091105,1093,47872,1,0,0,0
2022091105,1194,46229,1,0,0,0
2022091105,1236,46669,1,0,0,0
2022091105,1351,44957,1,0,0,0
2022091105,1542,54502,1,0,0,0
2022091105,2544,43497,1,0,0,0
2022091105,2742,53450,1,0,0,1
2022091105,2887,38540,1,0,0,0
2022091105,3139,43497,1,0,0,0
2022091105,3503,47872,1,0,0,0
2022091105,3995,44964,1,0,0,0
2022091105,4858,43497,1,0,0,0
2022091106,175,47796,1,0,0,0
2022091106,904,44991,1,0,0,0
2022091106,1263,46142,1,0,0,0
2022091106,1919,52478,1,0,0,0
2022091106,1945,52478,1,0,0,0
2022091106,3162,53465,1,0,0,0
2022091107,412,44999,1,0,0,0
2022091107,723,44929,1,0,0,0
2022091107,868,53460,1,0,0,0
2022091107,1120,37145,1,0,0,0
2022091107,1445,52436,1,0,0,0
2022091107,1738,52436,1,0,0,0
2022091107,3419,41240,1,0,0,0
2022091107,3527,52436,1,0,0,0
2022091107,3835,44828,1,0,0,0
2022091109,462,46249,1,0,0,0
2022091109,656,47809,1,0,0,0
2022091109,1499,53592,1,0,0,0
2022091109,1772,46269,1,0,0,0
2022091109,2824,43373,1,0,0,0
2022091109,3523,54492,1,0,0,0
2022091110,171,44848,1,0,0,0
2022091110,870,54486,1,0,0,0
2022091110,1068,49410,1,0,0,0
2022091110,1623,47984,1,0,0,0
2022091110,2287,52471,1,0,0,0
2022091110,2424,53565,1,0,0,0
2022091110,2949,52471,1,0,0,0
2022091110,3378,53639,1,0,0,0
2022091110,3842,52539,1,0,1,0
2022091111,232,42391,1,0,0,0
2022091111,256,47817,1,0,0,0
2022091111,401,52594,1,0,0,0
2022091111,451,53476,1,0,0,0
2022091111,542,45571,1,0,0,0
2022091111,899,53472,1,0,0,0
2022091111,1172,54625,1,0,0,0
2022091111,1416,47810,1,0,0,0
2022091111,1440,53596,1,0,0,0
2022091111,1525,46214,1,0,0,0
2022091111,1546,47889,1,0,0,0
2022091111,1612,47817,1,0,0,0
