gameId,playId,ballCarrierId,ballCarrierDisplayName,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded,foulName1,foulName2,foulNFLId1,foulNFLId2
2022091112,1994,52470,A.J. Dillon,(13:44) (Shotgun) A.Dillon left tackle to GB 30 for 3 yards (C.Dantzler).,3,3,1,GB,MIN,GB,27,13:44,17,0,,NA,NA,3,3,N,37,SHOTGUN,6,0.337681562,0.916470272,0.083529728,-0.001424372,0.001424372,1.084807463,0.506989421,NA,NA,NA,NA
2022110606,2433,53431,Zach Wilson,(4:47) (Shotgun) Z.Wilson scrambles right end ran ob at BUF 7 for 5 yards (T.Bernard).,3,3,3,NYJ,BUF,BUF,12,4:47,10,14,R,NA,NA,5,5,N,22,SHOTGUN,6,0.880266309,0.268702365,0.731297635,0.038115527,-0.038115527,4.453593996,1.200646684,NA,NA,NA,NA
2022091102,3336,46331,Ross Dwelley,(11:55) (Shotgun) T.Lance pass short middle to R.Dwelley to SF 36 for 11 yards (R.Smith).,4,3,10,SF,CHI,SF,25,11:55,13,10,C,11,NA,11,11,N,35,SHOTGUN,6,0.976593018,0.632420011,0.367579989,-0.08570905,0.08570905,-0.208932614,1.777092072,NA,NA,NA,NA
2022103010,3127,47853,Darrell Henderson,(5:35) (Shotgun) D.Henderson left end to LA 21 for 6 yards (F.Warner; O.Burks).,4,3,16,LA,SF,LA,15,5:35,14,31,,NA,NA,6,6,N,95,SHOTGUN,5,0.975052297,0.005169132,0.994830868,-0.000717594,0.000717594,-1.245598642,-0.218563949,NA,NA,NA,NA
2022102304,3401,53430,Trevor Lawrence,(11:30) T.Lawrence up the middle to NYG 20 for no gain (J.Smith; J.Love).,4,4,1,JAX,NYG,NYG,20,11:30,17,13,,NA,NA,0,0,N,90,I_FORM,9,0.153301418,0.81200254,0.18799746,-0.095770579,0.095770579,2.986392268,-4.255993221,NA,NA,NA,NA
2022100212,1183,46109,Courtland Sutton,(8:50) (Shotgun) R.Wilson pass short right to C.Sutton to LV 9 for 9 yards (J.Abram).,2,3,16,DEN,LV,LV,18,8:50,10,7,C,9,NA,9,9,N,28,SHOTGUN,6,0.927468061,0.5757959,0.4242041,-0.001445506,0.001445506,2.996729612,-0.132423952,NA,NA,NA,NA
2022102303,1895,52425,CeeDee Lamb,(13:04) (Shotgun) D.Prescott pass short middle to C.Lamb to DAL 29 for 10 yards (J.Okudah).,3,2,9,DAL,DET,DAL,19,13:04,3,6,C,6,NA,10,10,N,91,SHOTGUN,7,0.706215322,0.631682504,0.368317496,0.032317799,-0.032317799,0.165306563,1.392676638,NA,NA,NA,NA
2022110603,3498,43584,Kalif Raymond,(5:02) (Shotgun) J.Goff pass short left to K.Raymond to DET 45 for 8 yards (I.McDuffie).,4,2,9,DET,GB,DET,37,5:02,15,9,C,-2,NA,8,8,N,73,SHOTGUN,6,0.501552343,0.873909466,0.126090534,0.033780543,-0.033780543,1.173900559,0.660732427,NA,NA,NA,NA
2022103001,1415,44901,D'Onta Foreman,"(4:56) (Shotgun) D.Foreman left tackle for 2 yards, TOUCHDOWN.",2,3,2,CAR,ATL,ATL,2,4:56,7,3,,NA,NA,2,2,N,12,SHOTGUN,8,0.757644832,0.592307396,0.407692604,-0.056025431,0.056025431,5.080225986,1.919774014,NA,NA,NA,NA
2022100211,1790,46705,Allen Lazard,(:07) (Shotgun) A.Rodgers pass short left to A.Lazard to GB 41 for 6 yards (M.Bryant).,2,1,10,GB,NE,GB,35,0:07,7,10,C,-2,NA,6,6,N,45,SHOTGUN,3,0.941939592,0.61503708,0.38496292,0,0,0.185777368,-0.185777368,NA,NA,NA,NA
2022100910,2746,44820,Christian McCaffrey,(6:24) C.McCaffrey up the middle to SF 48 for 2 yards (D.Greenlaw; S.Ebukam).,3,1,10,CAR,SF,NA,50,6:24,9,24,,NA,NA,2,2,N,60,SINGLEBACK,7,0.537104189,0.078708114,0.921291886,-0.009014839,0.009014839,3.031909165,-0.444477566,NA,NA,NA,NA
2022102305,1996,52442,Michael Pittman,"(12:35) (No Huddle, Shotgun) M.Ryan pass short left to M.Pittman to IND 40 for 7 yards (D.Long).",3,3,15,IND,TEN,IND,33,12:35,13,0,C,7,NA,7,7,N,77,SHOTGUN,6,0.970584869,0.881258089,0.118741911,0.007425765,-0.007425765,-0.231655959,-0.617905021,NA,NA,NA,NA
2022092504,223,44853,Dalvin Cook,"(11:03) D.Cook up the middle to MIN 45 for 7 yards (M.Rodriguez, T.Walker).",1,1,10,MIN,DET,MIN,38,11:03,0,0,,NA,NA,7,7,N,72,I_FORM,7,0.597950399,0.782263007,0.217736993,0.002279855,-0.002279855,2.136665933,0.512122194,NA,NA,NA,NA
2022101601,528,46104,Nick Chubb,"(7:27) (Shotgun) N.Chubb left tackle to CLV 33 for 8 yards (D.McCourty, K.Dugger).",1,1,10,CLE,NE,CLE,25,7:27,0,3,,NA,NA,8,8,N,85,SHOTGUN,7,0.520626426,0.539761249,0.460238751,0.019607134,-0.019607134,1.37245509,0.408109786,NA,NA,NA,NA
2022102306,1165,54563,Brian Robinson,(13:23) (Shotgun) B.Robinson right guard to WAS 19 for 2 yards (D.Lowry; D.Campbell).,2,1,10,WAS,GB,WAS,17,13:23,3,14,,NA,NA,2,2,N,27,SHOTGUN,6,0.601350963,0.08738092,0.91261908,0.013226494,-0.013226494,0.748629761,-0.457977823,NA,NA,NA,NA
2022091109,1705,52474,Antonio Gibson,(2:50) C.Wentz pass short left to A.Gibson to WAS 35 for 8 yards (T.Campbell; D.Lloyd).,2,1,10,WAS,JAX,WAS,27,2:50,14,3,C,2,NA,8,8,N,83,SINGLEBACK,7,0.510867238,0.881933367,0.118066633,-0.001031639,0.001031639,1.287983099,0.348688695,NA,NA,NA,NA
2022101605,633,43344,Tyler Boyd,"(6:40) (Shotgun) J.Burrow pass short left to T.Boyd to CIN 31 for 6 yards (C.Harris). Pass 4, YAC 2",1,1,10,CIN,NO,CIN,25,6:40,7,0,C,4,NA,6,6,N,35,SHOTGUN,7,0.479942352,0.607350565,0.392649435,-6.59E-07,6.59E-07,1.371032066,0.039985153,NA,NA,NA,NA
2022100908,619,54042,Caleb Huntley,(4:52) (Shotgun) C.Huntley left end to ATL 14 for -1 yards (A.Winfield).,1,1,10,ATL,TB,ATL,15,4:52,0,0,,NA,NA,-1,-1,N,25,PISTOL,7,0.732525408,0.77348493,0.22651507,0.011477312,-0.011477312,0.598682763,-1.13006238,NA,NA,NA,NA
2022091107,3669,43362,Kenyan Drake,"(4:17) (Shotgun) K.Drake right end to BLT 19 for 12 yards (J.Whitehead; C.Mosley). PENALTY on BLT-J.Proche, Offensive Holding, 4 yards, enforced at BLT 7 - No Play.",4,1,10,BAL,NYJ,BAL,7,4:17,3,24,,NA,-4,12,-4,Y,103,PISTOL,7,NA,0.001253878,0.998746122,0.000144254,-0.000144254,0.07226012,-0.605138719,Offensive Holding,NA,52609,NA
2022100909,1102,43334,Derrick Henry,(13:56) D.Henry left end to TEN 30 for 5 yards (C.Holcomb; J.Davis).,2,1,10,TEN,WAS,TEN,25,13:56,10,7,,NA,NA,5,5,N,85,SINGLEBACK,7,0.538666427,0.532121159,0.467878841,0.006700177,-0.006700177,1.274765282,-0.110574074,NA,NA,NA,NA
2022100209,1840,47836,Miles Sanders,(1:15) (Shotgun) M.Sanders up the middle to JAX 12 for 1 yard (D.Hamilton).,2,3,2,PHI,JAX,JAX,13,1:15,14,14,,NA,NA,1,1,N,23,PISTOL,7,0.565563798,0.704084639,0.295915361,-0.012800727,0.012800727,4.298186703,-1.24980156,NA,NA,NA,NA
2022100205,820,46320,Justin Jackson,(3:51) M.Nelson reported in as eligible.  J.Jackson right end to DET 35 for 3 yards (C.Barton).,1,2,6,DET,SEA,DET,32,3:51,6,14,,NA,NA,3,3,N,78,I_FORM,8,0.217400894,0.363669433,0.636330567,-0.009316761,0.009316761,1.385384407,-0.734336463,NA,NA,NA,NA
2022100900,393,52614,Tyler Davis,(9:28) A.Rodgers pass short right to T.Davis to GB 25 for -3 yards (T.Crowder).,1,1,10,GB,NYG,GB,28,9:28,3,0,C,-5,NA,-3,-3,N,82,SINGLEBACK,6,0.467579901,0.868967375,0.131032625,-0.011448905,0.011448905,1.424014204,-0.997175453,NA,NA,NA,NA
2022101607,3476,44816,Leonard Fournette,"(9:48) (Shotgun) T.Brady pass short right to L.Fournette to TB 28 for 1 yard (T.Edmunds, M.Reed).",4,1,10,TB,PIT,TB,27,9:48,20,12,C,-6,NA,1,1,N,37,SHOTGUN,5,0.685868204,0.777385075,0.222614925,0.037316509,-0.037316509,1.582467263,-0.483908858,NA,NA,NA,NA
2022100913,1578,52609,James Proche,(3:47) (Shotgun) L.Jackson pass short middle to J.Proche to BLT 44 for 7 yards (M.Hilton).,2,1,10,BAL,CIN,BAL,37,3:47,10,7,C,5,NA,7,7,N,73,SHOTGUN,6,0.508947551,0.677536499,0.322463501,0.000178833,-0.000178833,1.511543271,0.314477733,NA,NA,NA,NA
2022100202,1369,47896,Justice Hill,"(6:42) L.Jackson pass short right to J.Hill pushed ob at BUF 29 for 2 yards (T.Johnson, T.Edmunds).",2,3,2,BAL,BUF,BUF,31,6:42,17,3,C,-2,NA,2,2,N,41,I_FORM,6,0.426315993,0.875623239,0.124376761,0.0048135,-0.0048135,3.411065301,0.682292638,NA,NA,NA,NA
2022091802,518,44852,Curtis Samuel,(7:10) (Shotgun) C.Wentz pass short left to C.Samuel to WAS 17 for 8 yards (J.Okudah).,1,3,17,WAS,DET,WAS,9,7:10,3,0,C,0,NA,8,8,N,101,EMPTY,4,0.783894718,0.599179596,0.400820404,0.012455948,-0.012455948,-1.989976075,-0.403264565,NA,NA,NA,NA
2022100900,154,52470,A.J. Dillon,"(12:48) (Shotgun) A.Dillon right guard to NYG 27 for 5 yards (D.Lawrence, N.Williams).",1,2,3,GB,NYG,NYG,32,12:48,0,0,,NA,NA,5,5,N,42,SHOTGUN,7,0.549295068,0.846971329,0.153028671,0.002757639,-0.002757639,4.20828889,0.210457545,NA,NA,NA,NA
2022101603,346,53454,Travis Etienne,(11:10) (No Huddle) T.Etienne left tackle to IND 27 for 48 yards (R.Thomas).,1,1,10,JAX,IND,JAX,25,11:10,0,0,,NA,NA,48,48,N,85,SINGLEBACK,7,0.462538362,0.548072461,0.451927539,-0.084225386,0.084225386,1.34849029,3.041851451,NA,NA,NA,NA
2022101604,400,44853,Dalvin Cook,(7:59) D.Cook right guard to MIN 7 for 1 yard (Br.Jones).,1,1,10,MIN,MIA,MIN,6,7:59,0,0,,NA,NA,1,1,N,104,I_FORM,8,0.503483534,0.412386112,0.587613888,0.015700851,-0.015700851,0.104134762,-0.655815356,NA,NA,NA,NA
2022101605,2347,45244,Taysom Hill,"(12:59) 7-T.Hill at quarterback. (Shotgun) T.Hill up the middle to NO 43 for no gain (M.Hilton, S.Hubbard).",3,2,5,NO,CIN,NO,43,12:59,20,14,,NA,NA,0,0,N,67,WILDCAT,5,0.317662358,0.741851903,0.258148097,-0.027196575,0.027196575,2.3341538,-1.10182511,NA,NA,NA,NA
2022091100,1887,54473,Drake London,"(:23) (No Huddle, Shotgun) M.Mariota pass deep middle to D.London to NO 30 for 31 yards (B.Roby).",2,1,10,ATL,NO,ATL,39,0:23,13,7,C,18,NA,31,31,N,71,SHOTGUN,5,0.937148571,0.65102914,0.34897086,0.024908196,-0.024908196,0.958686051,1.204278387,NA,NA,NA,NA
2022101609,3660,39983,Zach Ertz,(6:40) (Shotgun) K.Murray pass short left to Z.Ertz to ARZ 14 for 7 yards (T.Woolen).,4,1,10,ARI,SEA,ARI,7,6:40,19,9,C,7,NA,7,7,N,17,SHOTGUN,5,0.832005918,0.917014211,0.082985789,-0.001152657,0.001152657,0.062204879,0.438903125,NA,NA,NA,NA
2022102308,588,42397,Ameer Abdullah,(3:20) (Shotgun) D.Carr pass short left to A.Abdullah to LV 23 for 5 yards (C.Kirksey). HST-M.Collins was injured during the play. His return is Questionable.,1,3,21,LV,HOU,LV,18,3:20,3,0,C,-3,NA,5,5,N,92,SHOTGUN,4,0.870124817,0.810737304,0.189262696,-0.011205327,0.011205327,-1.454586913,-0.706826577,NA,NA,NA,NA
2022100600,3576,46367,Phillip Lindsay,(8:27) P.Lindsay left tackle to IND 32 for -2 yards (B.Browning).,4,1,5,IND,DEN,IND,34,8:27,9,6,,NA,NA,-2,-2,N,76,SINGLEBACK,6,0.539126456,0.632123567,0.367876433,0.031208865,-0.031208865,1.874552579,-0.638670878,NA,NA,NA,NA
2022102303,2826,53959,Brock Wright,(9:52) (Shotgun) J.Goff pass short right to B.Wright to DET 44 for 23 yards (D.Wilson; A.Barr).,4,1,10,DET,DAL,DET,21,9:52,10,6,C,5,NA,23,23,N,89,EMPTY,6,0.542957544,0.809364248,0.190635752,-0.033051871,0.033051871,1.259134527,1.461945945,NA,NA,NA,NA
2022102400,3556,53549,Rhamondre Stevenson,"(3:44) (No Huddle, Shotgun) B.Zappe pass short left to R.Stevenson to NE 43 for 1 yard (A.Blackson).",4,1,10,NE,CHI,NE,42,3:44,14,33,C,0,NA,1,1,N,68,SHOTGUN,4,0.856032789,0.003653597,0.996346403,-0.000205958,0.000205958,1.824573128,-0.37143481,NA,NA,NA,NA
2022100300,1178,34452,Matthew Stafford,(10:53) M.Stafford up the middle to LA 44 for 2 yards (A.Armstead; K.Givens).,2,2,3,LA,SF,LA,42,10:53,7,3,,NA,NA,2,2,N,68,I_FORM,6,0.408999443,0.630949542,0.369050458,0.00223669,-0.00223669,2.498099301,0.014047975,NA,NA,NA,NA
2022091104,865,47834,A.J. Brown,"(2:13) (No Huddle, Shotgun) J.Hurts pass short left to A.Brown to DET 27 for 18 yards (A.Oruwariye).",1,1,10,PHI,DET,DET,45,2:13,7,0,C,15,NA,18,18,N,65,SHOTGUN,6,0.500380814,0.499249909,0.500750091,-0.02627413,0.02627413,2.886980075,1.270524815,NA,NA,NA,NA
2022110608,1003,54506,Kenneth Walker,(12:42) K.Walker left end to ARZ 4 for -2 yards (E.Turner).,2,1,2,SEA,ARI,ARI,2,12:42,7,3,,NA,NA,-2,-2,N,108,JUMBO,10,0.223436952,0.527692068,0.472307932,0.014322106,-0.014322106,6.088244839,-0.687204705,NA,NA,NA,NA
2022100911,866,53439,DeVonta Smith,(1:39) (Shotgun) J.Hurts pass deep left to D.Smith to PHI 33 for 22 yards (B.Murphy) [D.Gardeck].,1,3,12,PHI,ARI,PHI,11,1:39,0,7,C,22,NA,22,22,N,99,SHOTGUN,6,0.911122262,0.242922584,0.757077416,-0.045133634,0.045133634,-1.647490658,3.263561053,NA,NA,NA,NA
2022091811,3698,47784,Kyler Murray,(2:28) K.Murray scrambles right end pushed ob at LV 41 for 2 yards (J.Abram).,4,4,1,ARI,LV,LV,43,2:28,23,15,R,NA,NA,2,2,N,53,I_FORM,8,0.331694514,0.896167826,0.103832174,-0.020264763,0.020264763,1.313770476,1.903174113,NA,NA,NA,NA
2022091108,2938,46309,Richie James,(12:23) (Shotgun) D.Jones pass short middle to R.James to NYG 45 for 6 yards (K.Fulton).,4,3,5,NYG,TEN,NYG,39,12:23,20,13,C,5,NA,6,6,N,49,SHOTGUN,6,0.975441098,0.809373289,0.190626711,-0.051106952,0.051106952,0.803371237,1.606691136,NA,NA,NA,NA
2022103001,983,53433,Kyle Pitts,(12:54) (Shotgun) M.Mariota pass short left to K.Pitts to CAR 16 for 26 yards (X.Woods).,2,1,10,ATL,CAR,CAR,42,12:54,0,3,C,14,NA,26,26,N,68,PISTOL,7,0.46103555,0.600553948,0.399446052,0.067369591,-0.067369591,3.140015727,1.741339139,NA,NA,NA,NA
2022091901,1683,52461,Jalen Hurts,"(2:09) (Shotgun) J.Hurts right end for 26 yards, TOUCHDOWN.",2,3,2,PHI,MIN,MIN,26,2:09,14,7,,NA,NA,26,26,N,36,PISTOL,6,0.721195936,0.818530872,0.181469128,0.046228111,-0.046228111,3.45404835,3.54595165,NA,NA,NA,NA
2022101609,2504,54506,Kenneth Walker,(6:35) (Shotgun) K.Walker right end to ARZ 11 for 21 yards (J.Thompson).,3,1,10,SEA,ARI,ARI,32,6:35,9,3,,NA,NA,21,21,N,78,PISTOL,7,0.451261371,0.821842447,0.178157553,0.025898084,-0.025898084,4.13895865,0.918627919,NA,NA,NA,NA
2022091103,1672,44860,Joe Mixon,(1:16) H.Adeniji reported in as eligible.  J.Mixon right guard pushed ob at PIT 4 for 31 yards (M.Fitzpatrick).,2,4,1,CIN,PIT,PIT,35,1:16,3,17,,NA,NA,31,31,N,75,I_FORM,8,0.324890703,0.298250493,0.701749507,0.1193133,-0.1193133,1.922870425,3.965604635,NA,NA,NA,NA
2022092502,2514,52449,Jonathan Taylor,"(7:26) J.Taylor up the middle to IND 37 for 5 yards (N.Bolton, J.Reid). KC-C.Jones was injured during the play.",3,2,3,IND,KC,IND,32,7:26,10,17,,NA,NA,5,5,N,78,SINGLEBACK,7,0.381275475,0.229793686,0.770206314,0.010971431,-0.010971431,1.65122992,0.475643134,NA,NA,NA,NA
2022102303,1075,53959,Brock Wright,(10:04) (Shotgun) J.Goff pass short middle to B.Wright to DAL 25 for 6 yards (A.Barr).,2,1,10,DET,DAL,DAL,31,10:04,3,3,C,4,NA,6,6,N,41,SHOTGUN,7,0.462000877,0.665899079,0.334100921,-0.004035145,0.004035145,4.098654013,0.215945615,NA,NA,NA,NA
2022102302,382,44860,Joe Mixon,"(9:30) (No Huddle, Shotgun) J.Mixon left guard to CIN 45 for 5 yards (J.Hawkins).",1,1,10,CIN,ATL,CIN,40,9:30,7,0,,NA,NA,5,5,N,70,SHOTGUN,6,0.491100132,0.832363712,0.167636288,0.008397441,-0.008397441,2.357373912,0.142975104,NA,NA,NA,NA
2022091812,2990,52470,A.J. Dillon,(5:50) (Shotgun) A.Dillon right end to GB 12 for -1 yards (Ju.Jones).,4,1,10,GB,CHI,GB,13,5:50,24,10,,NA,NA,-1,-1,N,97,SHOTGUN,7,0.116482064,0.99388143,0.00611857,-0.000104576,0.000104576,0.516391637,-0.750955045,NA,NA,NA,NA
2022091107,723,43362,Kenyan Drake,(4:56) (Shotgun) K.Drake left tackle to NYJ 14 for -1 yards (C.Lawson).,1,1,10,BAL,NYJ,NYJ,13,4:56,0,0,,NA,NA,-1,-1,N,97,PISTOL,8,0.536762476,0.307499196,0.692500804,0.012167048,-0.012167048,4.922635256,-0.878943812,NA,NA,NA,NA
2022092500,2991,52513,Adam Trautman,"(14:05) (No Huddle, Shotgun) J.Winston pass short right to A.Trautman ran ob at CAR 45 for 9 yards.",4,1,10,NO,CAR,NO,46,14:05,13,0,C,9,NA,9,9,N,64,SHOTGUN,6,0.717757523,0.871352609,0.128647391,-0.01566451,0.01566451,2.774726315,0.860662497,NA,NA,NA,NA
2022100909,4094,38538,Ryan Tannehill,(:06) R.Tannehill up the middle to TEN 3 for 2 yards.,4,1,10,TEN,WAS,TEN,1,0:06,17,21,,NA,NA,2,2,N,11,JUMBO,9,0.00695124,0.007540987,0.992459013,-0.007540987,0.007540987,0.048523414,0,NA,NA,NA,NA
2022091500,2359,46213,Justin Watson,"(7:28) (Shotgun) P.Mahomes pass deep left to Ju.Watson for 41 yards, TOUCHDOWN.",3,3,10,KC,LAC,LAC,41,7:28,7,17,C,36,NA,41,41,N,51,SHOTGUN,5,0.9760952,0.278676942,0.721323058,0.161414199,-0.161414199,2.059649326,4.940350674,NA,NA,NA,NA
2022091100,1260,39975,Cordarrelle Patterson,"(9:32) (Shotgun) C.Patterson left tackle to ATL 32 for 5 yards (M.Maye, J.Evans).",2,2,4,ATL,NO,ATL,27,9:32,10,7,,NA,NA,5,5,N,83,PISTOL,6,0.475000024,0.486373559,0.513626441,0.020411234,-0.020411234,0.926676833,0.523080678,NA,NA,NA,NA
2022091108,1222,42589,Geoff Swaim,(7:50) R.Tannehill pass short left to G.Swaim to NYG 5 for 2 yards (A.Robinson).,2,2,6,TEN,NYG,NYG,7,7:50,10,0,C,2,NA,2,2,N,103,SINGLEBACK,7,0.319822282,0.901853088,0.098146912,-0.008566307,0.008566307,4.933008744,-0.559303251,NA,NA,NA,NA
2022101300,1042,47859,Terry McLaurin,"(9:50) (Shotgun) C.Wentz pass short left to T.McLaurin to WAS 23 for 17 yards (J.Brisker, E.Jackson).",2,3,5,WAS,CHI,WAS,6,9:50,0,0,C,7,NA,17,17,N,104,SHOTGUN,6,0.940887034,0.493700169,0.506299831,-0.069450639,0.069450639,-0.958498462,2.056984555,NA,NA,NA,NA
2022102300,2314,44841,David Njoku,(4:47) (Shotgun) J.Brissett pass short middle to D.Njoku to BLT 26 for 3 yards (J.Bynes; C.Clark). Shovel pass,3,3,2,CLE,BAL,BAL,29,4:47,20,10,C,-2,NA,3,3,N,81,SHOTGUN,7,0.777790189,0.806394264,0.193605736,-0.02049271,0.02049271,3.564697797,0.885422074,NA,NA,NA,NA
2022103010,2681,44820,Christian McCaffrey,(12:51) (Shotgun) C.McCaffrey up the middle pushed ob at LA 1 for 24 yards (T.Rapp).,4,1,10,SF,LA,LA,25,12:51,14,17,,NA,NA,24,24,N,85,SHOTGUN,8,0.415234119,0.228570204,0.771429796,-0.059028365,0.059028365,4.123066904,2.203091982,NA,NA,NA,NA
2022102700,366,54683,Ko Kieft,(9:42) (Shotgun) T.Brady pass short right to K.Kieft to TB 48 for 9 yards (D.Kennard).,1,1,10,TB,BAL,TB,39,9:42,0,3,C,6,NA,9,9,N,71,SHOTGUN,7,0.513822317,0.549655244,0.450344756,0.02723683,-0.02723683,2.242268286,0.891739721,NA,NA,NA,NA
2022091109,1198,53454,Travis Etienne,"(11:41) (Shotgun) T.Etienne left end to JAX 30 for 5 yards (J.Davis, K.Fuller).",2,2,10,JAX,WAS,JAX,25,11:41,14,3,,NA,NA,5,5,N,35,SHOTGUN,6,0.630536735,0.841258643,0.158741357,0.006912874,-0.006912874,1.063373924,-0.485472862,NA,NA,NA,NA
2022101603,597,44978,Jamal Agnew,(5:58) (Shotgun) J.Agnew left end to IND 1 for 19 yards (B.Okereke).,1,1,10,JAX,IND,IND,20,5:58,0,0,,NA,NA,19,19,N,30,PISTOL,7,0.78818512,0.435792334,0.564207666,-0.025539428,0.025539428,4.805518823,1.700277298,NA,NA,NA,NA
2022092200,4028,46104,Nick Chubb,(1:46) M.Dunn reported in as eligible.  N.Chubb left guard to PIT 43 for 3 yards (T.Alualu).,4,1,10,CLE,PIT,PIT,46,1:46,23,17,,NA,NA,3,3,N,64,SINGLEBACK,8,0.010733887,0.996189274,0.003810726,0.000147644,-0.000147644,2.353752574,-1.390166467,NA,NA,NA,NA
2022102305,240,47842,Parris Campbell,(10:53) M.Ryan pass short right to P.Campbell to IND 37 for 4 yards (K.Fulton).,1,1,10,IND,TEN,IND,33,10:53,0,0,C,4,NA,4,4,N,43,SINGLEBACK,7,0.691434741,0.518756542,0.481243458,0.001178168,-0.001178168,1.779254875,0.016771564,NA,NA,NA,NA
